STT,Ma so thue,Ten cong ty,Ngay cuoi,Note,,,,,,
154,0108480552,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGỌC LÀNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
155,0108492685,CÔNG TY CỔ PHẦN THƯƠNG MẠI SẢN XUẤT VÀ CHẾ BIẾN GỖ HÀ LÂM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
156,0108505334,CÔNG TY TNHH TỔ CHỨC SỰ KIỆN PHỤC HƯNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
157,010853203l,0,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
158,0108640534,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG XANH GREEN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
159,0108654720,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ THỊNH VƯỢNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
160,0108773044,CÔNG TY TNHH VẬN TẢI NHIÊN LIỆU COMECO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
161,0108806839,CÔNG TY CỔ PHẦN THƯƠNG MẠI SẢN XUẤT SẮT THÉP VÀ CƠ KHÍ LÊ TẤN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
162,0302436988,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẮP VÀ VẬN TẢI HẢI ÂU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
163,0303458208,CÔNG TY TNHH TMDV SẮT THÉP HÀO MỸ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
164,0303862178,CÔNG TY TNHH THIẾT KẾ QUẢNG CÁO G5,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
165,0304515392,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN THIẾT KẾ XÂY DỰNG HOÀNG TÂM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
166,0305237483,CÔNG TY TNHH THƯƠNG MẠI MÔI TRƯỜNG THẾ PHONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
167,0307241566,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI HƯNG LỘC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
168,0307712504,CÔNG TY TNHH VẬT TƯ Y TẾ THỊNH VƯỢNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
169,0309119924,CÔNG TY TNHH THƯƠNG MẠI VLXD THÀNH TRUNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
170,0309306219,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GỖ LÊ PHÚC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
171,0309590160,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG HƯƠNG THẢO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
172,0309738723,CÔNG TY TNHH VẬT TƯ Y TẾ MIỀN NAM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
173,0310385575,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN TẢI HIỂU MINH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
174,0310460039,CÔNG TY TNHH TIẾP VẬN THANH THÀNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
175,0310767729,CÔNG TY TNHH DỊCH VỤ TRANG TRÍ NỘI THẤT VÀ XÂY DỰNG HOÀNG AN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
176,0310922928,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ AQUAVINA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
177,0311024606,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HOA THỦY MỘC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
178,0311285975,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ XÂY DỰNG ĐỊA ỐC ĐẠT HƯNG THỊNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
179,0311314087,CÔNG TY TNHH DỊCH VỤ CƠ ĐIỆN LẠNH HÙNG HẢI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
180,0311645258,CÔNG TY TNHH KINH DOANH DỊCH VỤ ẨM THỰC NHƠN ĐỨC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
181,0311668093,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BÁCH TÙNG GIA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
182,0311715339,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VƯƠNG BÌNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
183,0311770160,CÔNG TY TNHH SẮT THÉP VÀ VLXD HOÀNG PHONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
184,0311779389,CÔNG TY TNHH VLXD THUẬN HUY ATS,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
185,0311901085,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN CHUYỂN SƠN HÀ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
186,0312051031,CÔNG TY TNHH KINH DOANH VẬT LIỆU XÂY DỰNG ĐỒNG TIẾN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
187,0312051137,CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG AN PHONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
188,0312060205,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ PHÚC NGUYÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
189,0312122613,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN CHUYỂN PHÚ GIA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
190,0312123670,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NHỰA NAM Á,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
191,0312124586,CÔNG TY TNHH VĂN PHÒNG PHẨM MAI ANH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
192,0312134898,CÔNG TY TNHH KINH DOANH GỖ VÀ TRANG TRÍ NỘI NGOẠI THẤT THÁI ĐIỀN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
193,0312146389,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ XÂY DỰNG HOÀNG THIÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
194,0312181591,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN THÀNH ĐẠT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
195,0312280881,CÔNG TY TNHH KINH DOANH DỊCH VỤ VẬN TẢI NAM TRUNG BỘ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
196,0312292580,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN TẢI QUANG NGUYỄN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
197,0312314160,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG VÀ ĐẦU TƯ THÁI PHONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
198,0312376865,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN ÁNH TRĂNG BẠC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
199,0312442405,CÔNG TY TNHH XNK TM DV TRƯỜNG HƯNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
200,0312514106,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHIÊN LIỆU VẬN TẢI NHẬT NÔNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
201,0312571351,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LƯƠNG CHÍ ĐỨC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
202,0312583269,CÔNG TY TNHH DỊCH VỤ QUẢNG CÁO THẮNG LỢI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
203,0312614742,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ AN VIÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
204,0312636295,CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG CƠ SỞ HẠ TẦNG KIẾN YÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
205,0312684877,CÔNG TY TNHH THƯƠNG MẠI QUÝ TÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
206,0312686313,CÔNG TY TNHH DỊCH VỤ TRANG TRÍ NỘI THẤT VIỆT VƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
207,0312731502,CÔNG TY TNHH THIẾT BỊ CÔNG TRÌNH ĐIỆN VÂN NAM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
208,0312755581,CÔNG TY TNHH TƯ VẤN XÂY DỰNG VÀ THƯƠNG MẠI VŨ PHÁT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
209,0312791276,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DỆT MAY GIA TRẦN PHÁT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
210,0312801527,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ XÂY DỰNG MINH LONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
211,0312843213,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TRIỆU NGUYÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
212,031285487l,0,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
213,0312893126,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT GỖ XUÂN THẾ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
214,0312929206,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG ẨM THỰC HẢI ĐĂNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
215,0312947318,CÔNG TY TNHH DỊCH VỤ VẬN TẢI QUÍ CHƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
216,0312987335,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG TRẦN KIỀU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
217,0312996876,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH THIẾT BỊ LƯỚI ĐIỆN TOÀN CẦU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
218,0313005937,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRẦN TUẤN KIỆT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
219,0313012204,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG QUỐC MẠNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
220,0313035667,CÔNG TY TNHH XNK VÀ KINH DOANH NHIÊN LIỆU TESCO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
221,0313090428,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VIỆT PHÚC NGÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
222,0313096370,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TRỌNG HOÀNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
223,0313105850,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO VÀ GIẢI TRÍ LÊ DUY,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
224,0313162859,CÔNG TY TNHH XÂY DỰNG GIAO THÔNG THỦY HỒNG LAM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
225,0313198277,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VẬN TẢI QUỐC TẾ SG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
226,0313201586,CÔNG TY TNHH THƯƠNG MẠI KHAI THÁC VÀ CHẾ BIẾN GỖ PHÁT LỢI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
227,0313201709,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI QUẢNG CÁO BẢO LONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
228,0313246650,CÔNG TY TNHH DỊCH VỤ TRUYỀN THÔNG QUẢNG CÁO HÒA LẠC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
229,0313250262,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO TRUYỀN THÔNG THẾ VINH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
230,0313270452,CÔNG TY TNHH KINH DOANH THIẾT BỊ Y TẾ ĐẠI THẮNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
231,0313277296,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT VÀ CHẾ BIẾN NHỰA LINH HƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
232,0313315632,CÔNG TY TNHH HÓA CHẤT CƠ BẢN PHÁT THỊNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
233,0313316989,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI SẢN XUẤT VÀ THU GOM PHẾ LIỆU TẤN TÀI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
234,0313329402,CÔNG TY TNHH VẬN TẢI VÀ NHIÊN LIỆU CABALA VIỆT NAM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
235,0313363019,CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN GỖ LỘC HƯNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
236,0313386545,CÔNG TY TNHH QUẢNG CÁO TRUYỀN THÔNG LONG DUYÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
237,0313396582,CÔNG TY TNHH KINH DOANH VẬN TẢI HOÀNG BÁCH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
238,0313402934,CÔNG TY TNHH GIAO NHẬN VẬN TẢI TRUNG XUÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
239,0313423518,CÔNG TY TNHH KINH DOANH VLXD AN ĐẠI DƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
240,0313483267,CÔNG TY TNHH VẬT TƯ MÁY MÓC THIẾT BỊ Y TẾ MINH QUYẾT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
241,0313522572,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PCCC VÀ BHLD ĐẠI TẤN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
242,0313559886,CÔNG TY TNHH TƯ VẤN THIẾT KẾ & THI CÔNG XÂY DỰNG SÁNG TẠO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
243,0313570664,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ Ý TƯỞNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
244,0313580486,CÔNG TY TNHH TM DV VẬN TẢI AN BÌNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
245,0313600975,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC TẾ THIÊN VÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
246,0313614801,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ KHAI THÁC KHOÁNG SẢN LÊ NGUYỄN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
247,0313625641,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VLXD VÀ XÂY DỰNG VIỆT NHẬT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
248,0313649554,CÔNG TY TNHH KINH DOANH BHLD VÀ PCCC 24H,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
249,0313662499,CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN GỖ ĐỒNG BẢO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
250,0313666542,CÔNG TY TNHH THƯƠNG MẠI VĂN PHÒNG PHẨM QUỐC UY,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
251,0313688578,CÔNG TY TNHH VLXD VÀ THIẾT KẾ THI CÔNG QUANG VINH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
252,0313720969,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT NGA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
253,0313758169,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MỸ NGHỆ ĐỒNG PHỤNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
254,0313780848,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT NHỰA VÀ BAO BÌ MINH PHÁT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
255,0313794791,CÔNG TY TNHH SẢN XUẤT MAY MẶC QUÝ DƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
256,0313815025,CÔNG TY TNHH SẢN XUẤT GIẤY VÀ BAO BÌ GIA HÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
257,0313827422,CÔNG TY TNHH SẢN XUẤT THIẾT BỊ ĐIỆN LƯỚI NGỌC ĐĂNG KHOA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
258,0313861991,CCÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI GIẤY BAO BÌ TRIỀU CHÂU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
259,0313891594,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG ĐẶNG SA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
260,0313901940,CÔNG TY TNHH CƠ KHÍ VIỄN THÔNG ĐỨC SÁU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
261,0313912519,CÔNG TY TNHH ANH PHƯƠNG NGUYỄN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
262,0313916489,CÔNG TY TNHH TMDV VẬN TẢI ĐẤT XANH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
263,0313925571,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - SẢN XUẤT - XÂY DỰNG LÊ VŨ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
264,0313936799,CÔNG TY TNHH XNK DV KINH DOANH NHIÊN LIỆU SINOPEC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
265,0313955248,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỆT MAY LIÊN PHƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
266,0313976350,CÔNG TY TNHH BHLĐ VÀ PCCC VIỆT GIANG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
267,0314000716,CÔNG TY TNHH HÓA CHẤT ECOCHEM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
268,0314006228,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ CHIẾN VÀNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
269,0314006806,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI NHIÊN LIỆU CHẤT VIỆT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
270,0314026337,CÔNG TY TNHH ĐẦU TƯ VÀ SẢN XUẤT NHỰA VŨ PHONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
271,0314027683,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NHỰA HOÀNG NAM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
272,0314044223,CÔNG TY TNHH THƯƠNG MẠI SẮT THÉP PHƯỚC THẮNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
273,0314058201,CÔNG TY TNHH DỊCH VỤ SẢN XUẤT THƯƠNG MẠI HIẾU CƯỜNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
274,0314059678,CÔNG TY TNHH KINH DOANH NHIÊN LIỆU DUY TÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
275,0314064300,CÔNG TY TNHH KINH DOANH GỖ VÀ TRANG TRÍ NỘI NGOẠI THẤT NHẬT ANH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
276,0314065047,CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ BẢO KHÁNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
277,0314102443,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐÔNG ĐẠI VIỆT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
278,0314171736,CÔNG TY TNHH KINH DOANH VẬN TẢI THANH TÍN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
279,0314201116,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG VÀ ĐẦU TƯ LONG HẠNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
280,0314206354,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CƠ ĐIỆN PHÁT SÁNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
281,0314227548,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG ĐO ĐẠC MINH THÁI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
282,0314258698,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI SẮT THÉP VÀ PHẾ LIỆU SEN VÀNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
283,0314288290,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ VÀ THƯƠNG MẠI ĐẦM SEN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
284,0314290525,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI HÓA CHẤT NHẬT AN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
285,0314294047,CÔNG TY TNHH PCCC VÀ BHLD MINH LONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
286,0314306119,CÔNG TY TNHH ĐOÀN VĂN PHÁP,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
287,0314306655,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MÔI TRƯỜNG BRAND,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
288,0314311817,CÔNG TY TNHH SỬA CHỮA BUÔN BÁN PHỤ TÙNG Ô TÔ AN KHIẾT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
289,0314350848,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VLXD ĐÔNG SÀI GÒN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
290,0314366164,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KINH DOANH PHỤ LIỆU MAY MẶC PHÙNG TRANG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
291,0314382536,CÔNG TY TNHH KINH DOANH THIẾT BỊ Y TẾ AN TÂM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
292,0314388030,CÔNG TY TNHH TMDV LÂM SẢN NGỌC CHÂU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
293,0314395704,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG TRUNG KIÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
294,0314434174,CÔNG TY TNHH SỬA CHỮA VÀ BÁN BUÔN PHỤ TÙNG Ô TÔ QUỐC HƯNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
295,0314460544,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI TOÀN THÀNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
296,0314463841,CÔNG TY TNHH MÁY MÓC CƠ KHÍ KIM CHÁNH PHÁT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
297,0314470976,CÔNG TY TNHH DỊCH VỤ ĐỒ GỖ VÀ VẬT LIỆU GIA HOÀNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
298,0314474667,CÔNG TY TNHH THƯƠNG MẠI XUẤT - NHẬP KHẨU TONY,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
299,0314484619,CÔNG TY TNHH TMDV VÀ SẢN XUẤT PHÁT ĐẠT SÀI GÒN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
300,0314493211,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAN LẤP VÀ VẬN TẢI SÀI GÒN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
301,0314495868,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ QUẢNG CÁO THĂNG LONG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
302,0314499541,CÔNG TY TNHH TM TRUYỀN THÔNG QUẢNG CÁO ĐẠI DƯƠNG XANH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
303,0314519808,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG VÀ NỘI THẤT GIÁP NHUNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
